"Account Number","National Insurance Number ","First Name","Middle Name","Surname ","Date of Birth","ISA Type being reported","Flexible ISA","Total current year subscriptions transferred in","Total current year subscriptions transferred out ","Date of first subscription event","Date of last subscription event","Total current year to date subscriptions ","LISA qualifying addition","LISA bonus claim","Market value of account","Closure Date","ISA Reason for closure","LISA Reason for closure"
"ISA000006274","AY317964C","Charlotte","Jane","Phillips","1963-09-12","Life Time ISA","Yes","17488.90","3044.79","2025-06-30","2025-12-02","18403.58","3358.45","712.44","75200.08","2026-03-28","Cancelled","Void"
"ISA000006275","ES647192C","Finley","Olivia","Bailey","1961-01-25","Innovative Finance","No","1822.56","16401.24","2025-07-28","2025-12-08","7166.74","-3313.19","620.90","32628.66","2025-12-20","Void","Void"
"ISA000006276","HE714386B","Thomas","William","Harris","1942-04-12","Life Time ISA","No","5717.92","10548.10","2025-06-13","2025-07-05","3285.88","-3385.99","36.61","66944.93","2025-08-06","Closed","Closed"
"ISA000006277","MM823821A","Mia","Benjamin","Smith","1989-03-02","Cash","Yes","308.38","18870.54","2025-09-22","2026-03-11","9833.10","-1714.33","512.37","50404.04","2026-03-23","Closed","Cancelled"
"ISA000006278","SS214934D","Jacob","Benjamin","Harris","1974-12-18","Innovative Finance","Yes","11807.57","8101.53","2025-08-23","2025-10-02","2390.89","2566.54","742.05","45424.56","2025-10-06","Closed","Cancelled"
"ISA000006279","PT113404D","Thomas","Patrick","Foster","1962-03-07","Life Time ISA","No","4843.49","7056.64","2025-11-23","2025-12-04","555.47","-2176.66","-779.41","38712.86","2026-01-08","Closed","Cancelled"
"ISA000006280","EK110814A","Olivia","Alice","Taylor","1985-05-02","Life Time ISA","Yes","16193.13","16100.16","2026-02-11","2026-03-02","15710.83","2539.32","655.10","73543.49","2026-03-06","Void","Closed"
"ISA000006281","MR855851A","Leo","Grace","Williams","1980-01-11","Innovative Finance","No","12919.43","1664.45","2025-09-24","2026-02-16","11904.86","-1135.22","786.88","69912.62","2026-03-24","Void","Void"
"ISA000006282","PS232832D","Finley","Rose","Mitchell","1975-05-21","Life Time ISA","No","12047.50","8248.68","2025-04-06","2025-08-06","19204.00","2217.24","-753.02","5854.72","2025-09-30","Void","All funds withdrawn"
"ISA000006283","JR191021B","Henry","Alice","Wright","1958-08-10","Life Time ISA","Yes","5882.53","19812.70","2025-06-11","2026-01-19","4403.95","-2857.77","952.52","7450.58","2026-02-03","Void","All funds withdrawn"
"ISA000006284","MK050039C","Lucas","David","Carter","1993-07-24","Cash","Yes","4779.39","33.22","2025-08-26","2025-09-30","2086.22","721.81","375.77","59940.84","2026-01-13","Cancelled","Void"
"ISA000006285","CY306160A","Isla","Alexander","Martin","1968-10-04","Cash","No","11358.41","6322.56","2025-11-04","2026-01-27","12796.42","3166.82","-788.19","31092.79","2026-03-17","Void","Void"
"ISA000006286","AW167548C","Mia","Alexander","Collins","2003-06-01","Cash","No","18518.60","191.24","2025-07-26","2025-12-04","3408.64","2650.96","902.74","91054.06","2026-04-02","Closed","Transferred in full"
"ISA000006287","JY021360D","George","Claire","Allen","1995-02-13","Life Time ISA","Yes","1265.74","15958.07","2025-09-07","2026-02-24","19789.96","2889.65","191.55","85620.46","2026-03-07","Void","Closed"
"ISA000006288","KS987197C","Edward","David","Cooper","1978-02-11","Cash","No","11605.09","13552.37","2025-06-18","2025-08-21","3326.66","1385.88","276.08","95609.93","2025-09-17","Closed","Transferred in full"
"ISA000006289","HX589662A","Mia","Michael","Walker","1979-03-31","Life Time ISA","Yes","18461.54","5872.60","2025-06-25","2025-12-02","18416.45","1070.26","587.54","45855.49","2026-03-26","Closed","Transferred in full"
"ISA000006290","BM431626D","Jack","Elizabeth","Allen","1979-12-07","Innovative Finance","No","8107.50","8677.69","2025-06-07","2025-12-10","2047.35","635.36","-507.95","93614.41","2026-01-20","Closed","Closed"
"ISA000006291","LL907705D","William","Olivia","Edwards","1942-04-06","Cash","No","1544.64","6823.51","2025-06-12","2026-02-23","6886.44","3463.50","488.01","65315.94","2026-04-02","Cancelled","Closed"
"ISA000006292","CE152793D","Charlotte","William","Thomas","1962-12-03","Innovative Finance","Yes","18554.59","17630.26","2025-06-24","2025-10-14","2111.22","2850.97","526.45","29566.11","2025-11-14","Void","Void"
"ISA000006293","LZ836721A","James","Benjamin","Smith","1980-07-25","Innovative Finance","Yes","610.60","12344.91","2025-08-22","2026-03-22","17506.72","551.58","-867.11","60618.40","2026-04-04","Cancelled","Closed"
"ISA000006294","PZ327158B","Finley","Alice","Kelly","1967-08-01","Cash","Yes","595.22","18891.64","2026-01-16","2026-03-12","2719.81","1479.27","63.14","21670.74","2026-03-17","Void","Void"
"ISA000006295","EM483015C","Finley","Benjamin","Lewis","1946-08-07","Cash","No","10982.13","22.49","2025-04-18","2026-02-01","15561.13","1253.14","721.21","24146.42","2026-02-12","Cancelled","Cancelled"
"ISA000006296","BE574023C","Ethan","Benjamin","Scott","1948-04-11","Stock and Shares","Yes","2383.88","10435.12","2026-01-23","2026-02-16","7513.29","1029.68","668.40","21926.65","2026-04-05","Cancelled","Void"
"ISA000006297","RP455808A","Olivia","Olivia","Murphy","1949-10-30","Stock and Shares","Yes","6618.60","19830.85","2025-12-26","2026-04-05","14539.36","-610.98","600.65","25914.87","2026-04-05","Cancelled","Closed"
"ISA000006298","EE427970D","Jack","Ann","Baker","1963-04-26","Stock and Shares","No","19371.61","7582.96","2025-08-08","2026-03-22","9451.10","-1308.62","383.22","84916.48","2026-03-27","Closed","All funds withdrawn"
"ISA000006299","CJ658235A","Finley","Victoria","Smith","1986-04-03","Innovative Finance","No","17100.51","4017.23","2025-12-28","2025-12-28","9447.67","1360.79","430.18","17315.03","2026-03-27","Cancelled","Transferred in full"
"ISA000006300","ST035676A","Ethan","Michael","Young","1964-04-09","Stock and Shares","No","17034.29","7121.05","2026-02-20","2026-03-29","10630.82","2904.87","24.30","54818.47","2026-04-04","Void","Void"
"ISA000006301","AT407478C","Daisy","Elizabeth","Allen","1944-09-10","Stock and Shares","Yes","3323.19","8134.52","2025-06-29","2026-02-20","4856.93","1403.96","-979.99","78931.54","2026-03-09","Closed","Transferred in full"
"ISA000006302","KL217577D","Oscar","William","King","2002-01-06","Cash","Yes","6013.41","11773.70","2025-05-07","2026-02-14","18664.83","2583.28","455.26","56740.05","2026-03-10","Closed","Cancelled"
"ISA000006303","CB907730D","Olivia","Samuel","White","2001-09-29","Cash","No","7167.39","8059.94","2025-11-11","2026-01-13","1960.33","3114.74","579.19","37241.76","2026-01-13","Void","Transferred in full"
"ISA000006304","WA065676D","Lucas","Ann","White","1989-01-20","Innovative Finance","Yes","12596.05","10553.03","2026-01-26","2026-03-10","19970.62","1475.77","989.35","87126.72","2026-03-13","Closed","All funds withdrawn"
"ISA000006305","LN197571A","Harry","Alexander","Hall","1976-09-12","Cash","Yes","10600.80","9851.05","2025-08-23","2025-10-19","16657.49","2733.20","52.19","62101.06","2025-12-29","Closed","All funds withdrawn"
"ISA000006306","EW393314B","Arthur","Alexander","Hughes","1996-07-05","Cash","No","11945.75","10166.08","2026-01-09","2026-03-18","16292.34","2323.49","849.55","47233.17","2026-03-22","Void","All funds withdrawn"
"ISA000006307","HL974801D","Jacob","Jane","Young","1949-04-16","Stock and Shares","No","4527.89","5177.73","2025-05-16","2025-12-17","19676.07","303.56","-619.41","35203.88","2026-02-22","Cancelled","Cancelled"
"ISA000006308","HE762650D","Lily","Joseph","Cooper","1958-08-15","Life Time ISA","No","19610.02","16480.23","2025-11-19","2026-01-16","15101.80","1251.83","884.44","593.80","2026-03-21","Void","Closed"
"ISA000006309","PX480110C","Daniel","William","Wright","1989-04-19","Cash","Yes","10717.18","1763.35","2026-02-04","2026-02-27","8461.84","670.73","-540.61","32568.62","2026-03-26","Void","All funds withdrawn"
"ISA000006310","ML080192C","Elsie","Benjamin","Baker","1946-11-11","Innovative Finance","Yes","8385.23","5301.50","2026-01-27","2026-03-28","11991.68","1402.76","-24.30","14817.63","2026-03-31","Void","Cancelled"
"ISA000006311","AC578983A","Daisy","Grace","Roberts","1951-06-19","Innovative Finance","Yes","13833.93","8141.95","2025-10-25","2026-01-29","8889.00","2579.79","-68.81","11248.96","2026-04-02","Void","Transferred in full"
"ISA000006312","WX616934B","Ethan","Jane","Young","1960-08-14","Life Time ISA","Yes","12260.60","1216.02","2025-04-19","2025-08-17","11155.50","106.20","-801.27","88120.38","2025-11-12","Cancelled","Void"
"ISA000006313","LB289942A","Evie","Olivia","Roberts","1949-12-11","Innovative Finance","No","9195.20","9873.52","2025-05-29","2025-07-08","4412.05","103.24","326.04","44627.92","2026-03-20","Void","Void"
"ISA000006314","KA780545C","James","Rose","Johnson","1972-12-14","Life Time ISA","No","6803.27","14140.83","2025-09-21","2025-10-05","15960.92","-3541.82","139.14","66422.59","2026-02-03","Cancelled","Void"
"ISA000006315","RK264700A","Ethan","Thomas","Allen","1942-05-30","Stock and Shares","Yes","9334.82","9304.17","2025-05-17","2025-12-21","13213.26","-405.54","276.68","49833.34","2026-02-27","Void","Transferred in full"
"ISA000006316","LM460668D","Lucas","Elizabeth","Hall","1999-05-23","Life Time ISA","No","18141.30","13705.37","2026-01-27","2026-04-03","9531.34","2542.57","723.85","95955.35","2026-04-03","Void","Transferred in full"
"ISA000006317","HH514734B","Leo","David","Thompson","1949-02-07","Life Time ISA","No","1550.76","5336.76","2025-04-06","2026-02-09","2677.74","434.76","-0.49","57700.45","2026-03-23","Closed","Void"
"ISA000006318","AB768351D","Daniel","Michael","Adams","1964-10-05","Innovative Finance","No","2238.65","7842.37","2025-06-23","2025-11-21","8449.52","488.53","443.53","61812.10","2026-01-07","Cancelled","Cancelled"
"ISA000006319","WN527917B","Jacob","William","Clarke","1991-05-30","Life Time ISA","No","11495.01","12082.96","2025-10-19","2026-01-08","7784.02","1971.51","-788.95","57522.57","2026-03-08","Cancelled","All funds withdrawn"
"ISA000006320","JB779904D","Oscar","Louise","Smith","1945-04-05","Cash","Yes","1718.60","3215.69","2025-11-22","2026-03-11","11472.54","-2867.06","-274.85","36325.42","2026-03-18","Closed","Void"
"ISA000006321","LB140155C","Maya","Michael","Morris","1946-09-27","Cash","No","865.32","6862.20","2025-06-23","2025-09-18","324.91","3016.73","816.00","83085.37","2025-11-30","Cancelled","Void"
"ISA000006322","EY422176A","Ruby","Grace","Allen","1945-06-23","Life Time ISA","No","9591.01","716.82","2026-01-29","2026-03-04","4442.05","2958.97","723.79","56024.62","2026-03-27","Cancelled","All funds withdrawn"
"ISA000006323","PZ389423B","Freya","Samuel","Scott","1955-11-07","Life Time ISA","No","18774.44","18177.97","2025-04-19","2025-05-21","5450.13","-106.01","812.73","60327.29","2025-09-06","Closed","Transferred in full"
"ISA000006324","JZ252159B","Noah","Louise","Baker","1981-09-01","Life Time ISA","No","17862.77","3269.80","2025-05-15","2025-11-14","15052.43","3732.77","-40.59","93842.19","2026-03-16","Closed","Void"
"ISA000006325","RR348867A","Charlotte","Victoria","Thompson","1950-07-19","Cash","Yes","6440.05","2781.48","2026-02-07","2026-03-13","17072.89","3686.78","369.82","55166.76","2026-03-13","Closed","Cancelled"
"ISA000006326","EE688661A","Finley","Elizabeth","Miller","1971-06-04","Cash","No","9644.38","13371.62","2025-06-16","2025-10-15","17495.52","2052.79","-183.16","44515.71","2026-01-31","Void","All funds withdrawn"
"ISA000006327","HX546724B","Charlotte","William","Thompson","1985-06-10","Life Time ISA","Yes","18481.26","17556.59","2025-12-01","2025-12-16","17742.75","459.40","423.58","55846.02","2026-01-19","Closed","Void"
"ISA000006328","EE951057C","Logan","Michael","Williams","1983-04-11","Life Time ISA","Yes","16465.87","6512.70","2026-01-29","2026-02-09","9263.21","1814.57","-2.00","71645.55","2026-03-13","Cancelled","Cancelled"
"ISA000006329","LX876316B","Edward","Benjamin","Kelly","1971-10-24","Life Time ISA","No","16523.62","12917.15","2025-04-11","2025-06-05","6481.10","1458.77","978.77","17379.49","2025-09-12","Cancelled","Closed"
"ISA000006330","WP953009D","Noah","Jane","Carter","1962-11-30","Cash","No","14928.92","6123.39","2025-10-29","2025-12-10","1598.63","2005.44","-188.42","87646.59","2026-02-12","Void","Cancelled"
"ISA000006331","LE257280B","Daniel","Ann","Parker","1983-06-17","Innovative Finance","No","4837.36","10172.54","2026-02-19","2026-03-06","15083.58","-713.25","586.44","77380.32","2026-03-18","Cancelled","Void"
"ISA000006332","RX082956C","Daisy","Alice","Davies","1992-09-22","Stock and Shares","Yes","5692.56","14353.79","2025-08-26","2025-09-04","2332.47","1527.29","-415.88","86927.65","2026-02-19","Closed","All funds withdrawn"
"ISA000006333","SS557693D","William","Thomas","Murphy","1954-08-13","Life Time ISA","No","14989.19","10520.46","2025-05-12","2026-03-15","19778.64","3756.37","666.78","83673.65","2026-04-05","Closed","Closed"
"ISA000006334","LA033295B","Daisy","Joseph","White","1990-09-16","Cash","No","9686.89","15582.01","2025-10-07","2026-01-21","7184.76","-2612.29","590.96","40884.80","2026-02-09","Closed","All funds withdrawn"
"ISA000006335","JB952241C","Ruby","Rose","Hughes","1961-07-03","Life Time ISA","No","13467.33","11385.45","2025-05-17","2025-07-05","6839.92","881.99","-359.58","28277.99","2025-11-10","Void","All funds withdrawn"
"ISA000006336","HM703681C","Lily","Victoria","Kelly","1988-04-01","Life Time ISA","Yes","14016.47","8694.27","2026-01-12","2026-01-22","18595.77","794.15","425.50","61550.79","2026-01-23","Closed","Transferred in full"
"ISA000006337","MS236816C","Olivia","Thomas","Clarke","1998-07-14","Life Time ISA","Yes","10609.58","17260.96","2025-11-01","2025-12-06","17080.79","2968.05","513.47","86993.09","2026-03-03","Cancelled","Closed"
"ISA000006338","JN018208C","Henry","Victoria","Walker","1996-10-15","Stock and Shares","No","17059.79","5193.71","2025-11-16","2026-03-22","15154.11","-2034.49","451.01","90307.88","2026-03-28","Void","Cancelled"
"ISA000006339","LE605671D","Ethan","Louise","Lewis","1970-05-11","Life Time ISA","No","143.77","8284.26","2025-05-09","2025-09-30","9810.17","1522.99","547.45","19031.35","2025-10-08","Closed","All funds withdrawn"
"ISA000006340","LB225703A","Emily","Rose","Robinson","1986-03-04","Cash","Yes","14643.02","18805.14","2025-09-13","2026-01-28","5855.43","1273.67","990.21","67403.41","2026-02-21","Cancelled","Closed"
"ISA000006341","PC132383B","Theo","Jane","Williams","1986-02-05","Life Time ISA","Yes","6632.51","3137.27","2025-07-23","2026-01-27","13319.44","-2810.98","132.97","1274.64","2026-03-30","Void","Closed"
"ISA000006342","RL257120D","Theo","Patrick","Parker","1998-05-25","Cash","Yes","18509.35","14023.08","2026-01-16","2026-01-23","12486.36","2128.32","655.45","99758.47","2026-04-04","Void","Transferred in full"
"ISA000006343","PC631480C","Thomas","Marie","Hall","1983-06-23","Stock and Shares","Yes","18482.35","16484.62","2025-11-22","2026-03-18","8811.44","3970.97","343.62","66882.62","2026-04-02","Void","Transferred in full"
"ISA000006344","CX167202A","Noah","Alice","Scott","1953-09-07","Life Time ISA","Yes","13714.86","10210.50","2025-08-04","2025-11-16","9760.95","3834.48","734.82","96848.49","2026-01-26","Cancelled","Transferred in full"
"ISA000006345","MK225203D","Logan","Michael","Foster","1978-10-01","Life Time ISA","No","3554.46","12253.68","2025-05-19","2025-11-12","19576.10","2557.93","563.67","11380.63","2025-11-26","Void","Closed"
"ISA000006346","JL608112C","Harry","Joseph","Davies","2004-01-02","Life Time ISA","No","15683.14","5975.39","2025-07-15","2025-07-23","16759.27","1990.47","78.04","48315.15","2026-02-24","Closed","Closed"
"ISA000006347","ES083916B","Oliver","Thomas","Martin","1947-11-19","Cash","No","8755.93","19272.73","2025-08-26","2026-03-01","6614.80","56.82","228.90","11427.38","2026-03-15","Closed","Transferred in full"
"ISA000006348","CL733842A","Isla","Alice","Morris","1996-03-15","Stock and Shares","Yes","5698.87","5842.24","2025-12-09","2026-03-27","12208.62","199.62","328.85","64748.96","2026-03-31","Void","Cancelled"
"ISA000006349","BC237131C","Lucas","William","Green","1970-10-17","Life Time ISA","Yes","17934.20","2120.18","2025-10-17","2026-01-13","9059.71","3247.50","-262.83","62030.47","2026-01-16","Cancelled","Closed"
"ISA000006350","MJ585884D","Oliver","Olivia","Lewis","1953-02-10","Innovative Finance","Yes","11633.63","4912.68","2025-10-15","2026-02-24","16540.69","1616.63","-745.90","93880.52","2026-04-01","Closed","Cancelled"
"ISA000006351","RB721293C","Mia","Michael","Hill","2002-10-16","Stock and Shares","No","11136.84","4053.80","2026-01-16","2026-01-24","10656.02","2004.93","703.68","73550.62","2026-03-27","Cancelled","Closed"
"ISA000006352","LS105698D","Lily","Ann","Roberts","1987-01-18","Cash","Yes","2263.77","2753.31","2025-11-23","2026-04-03","11576.67","1382.07","13.78","58341.51","2026-04-04","Void","Transferred in full"
"ISA000006353","BR410153A","Grace","Louise","King","2004-03-18","Innovative Finance","Yes","16942.61","4571.98","2025-12-07","2026-02-20","18662.80","2621.27","262.29","55175.87","2026-03-21","Cancelled","Void"
"ISA000006354","CS310812A","George","Elizabeth","Thomas","1949-04-03","Innovative Finance","No","10483.54","7660.75","2025-09-29","2026-03-28","10551.31","2240.18","447.44","11691.99","2026-03-28","Void","Closed"
"ISA000006355","LE333786C","Noah","Ann","Morris","1987-04-28","Life Time ISA","No","13353.29","10283.05","2025-08-31","2025-11-07","994.04","1467.60","962.05","84815.17","2025-12-15","Void","Transferred in full"
"ISA000006356","PP442432C","Charlotte","Louise","Martin","1988-03-27","Innovative Finance","Yes","16477.27","6162.33","2025-09-06","2025-10-02","6592.35","1519.69","-604.65","27397.50","2026-03-22","Cancelled","All funds withdrawn"
